Ensembl gene ID	Previous symbol	Alias symbol	Approved symbol
ENSG00000087586	STK6	ARK1	AURKA
ENSG00000087586	STK15	PPP1R47	AURKA
ENSG00000087586	STK6	PPP1R47	AURKA
ENSG00000087586	STK15	AIK	AURKA
ENSG00000087586	STK6	AIK	AURKA
ENSG00000175756		AKIP	AURKAIP1
ENSG00000175756		AIP	AURKAIP1
ENSG00000175756		FLJ20608	AURKAIP1
ENSG00000213033	STK6P	AurAps1	AURKAP1
ENSG00000213033	AURKAPS1	AurAps1	AURKAP1
ENSG00000230165	AURKAPS2	STK6LP	AURKAP2
ENSG00000178999	STK12	Aik2	AURKB
ENSG00000178999	STK12	IPL1	AURKB
ENSG00000178999	STK12	AurB	AURKB
ENSG00000178999	STK12	AIM-1	AURKB
ENSG00000178999	STK12	ARK2	AURKB
ENSG00000178999	STK12	STK5	AURKB
ENSG00000178999	STK12	PPP1R48	AURKB
ENSG00000230948	AURKBPS1	AurBps1	AURKBP1
ENSG00000105146	STK13	AurC	AURKC
ENSG00000105146	STK13	ARK3	AURKC
			AUTS1
ENSG00000158321		KIAA0442	AUTS2
ENSG00000158321		FBRSL2	AUTS2
			AUXN
ENSG00000169857		PDCD12	AVEN
ENSG00000135407		p92	AVIL
ENSG00000135407		FLJ12386	AVIL
ENSG00000135407		ADVIL	AVIL
ENSG00000135407		DOC6	AVIL
ENSG00000105778	KIAA0241		AVL9
ENSG00000101200	ARVP	ADH	AVP
ENSG00000119986		VIP32	AVPI1
ENSG00000119986		PP5395	AVPI1
ENSG00000119986		VIT32	AVPI1
ENSG00000166148	AVPR1		AVPR1A
ENSG00000198049	AVPR3		AVPR1B
ENSG00000126895	DIR3	V2R	AVPR2
ENSG00000126895	DIR	V2R	AVPR2
			AVR
			AVRR
	VSD1	AVSD	AVSD1
	VSD1	AVCD	AVSD1
ENSG00000204195	DGAT2L3		AWAT1
ENSG00000147160	DGAT2L4	MFAT	AWAT2
ENSG00000162779	C1orf125	FLJ32940	AXDND1
ENSG00000103126		PPP1R49	AXIN1
ENSG00000168646		MGC126582	AXIN2
ENSG00000168646		DKFZp781B0869	AXIN2
ENSG00000167601		UFO	AXL
ENSG00000167601		JTK11	AXL
ENSG00000167601		Tyro7	AXL
ENSG00000167601		ARK	AXL
	AZF	AZFa	AZF1
			AZF2
ENSG00000160862		ZA2G	AZGP1
ENSG00000160862		ZAG	AZGP1
ENSG00000214313			AZGP1P1
ENSG00000214252			AZGP1P2
ENSG00000163512		NAP1	AZI2
ENSG00000163512		FLJ21939	AZI2
ENSG00000163512		AZ2	AZI2
ENSG00000155096	OAZIN	OAZI	AZIN1
ENSG00000155096	OAZIN	ODC1L	AZIN1
ENSG00000142920	ADC	ODC-p	AZIN2
ENSG00000142920	ADC	ODC1L	AZIN2
ENSG00000142920	ADC	KIAA1945	AZIN2
ENSG00000142920	ADC	ODCp	AZIN2
ENSG00000172232		AZU	AZU1
ENSG00000172232		CAP37	AZU1
ENSG00000172232		AZAMP	AZU1
ENSG00000172232		HBP	AZU1
ENSG00000172232		NAZC	AZU1
ENSG00000172232		HUMAZUR	AZU1
ENSG00000270444			AZU1P1
ENSG00000166710			B2M
			B2MR
ENSG00000169255	B3GALT3	beta3Gal-T3	B3GALNT1
ENSG00000169255	B3GALT3	galT3	B3GALNT1
ENSG00000169255	B3GALT3	P1	B3GALNT1
ENSG00000169255	B3GALT3	GLOB	B3GALNT1
ENSG00000229948			B3GALNT1P1
ENSG00000162885		MGC39558	B3GALNT2
ENSG00000218725			B3GALNT2P1
ENSG00000172318		beta3Gal-T1	B3GALT1
ENSG00000235335			B3GALT1-AS1
ENSG00000162630		beta3Gal-T2	B3GALT2
ENSG00000235863		beta3Gal-T4	B3GALT4
ENSG00000235863		GalT4	B3GALT4
ENSG00000183778		beta3Gal-T5	B3GALT5
ENSG00000183778		B3GalT-V	B3GALT5
ENSG00000183778		GLCT5	B3GALT5
ENSG00000183778		B3T5	B3GALT5
ENSG00000184809	C21orf88		B3GALT5-AS1
ENSG00000176022		beta3GalT6	B3GALT6
ENSG00000214654	B3GNT10		B3GALT9
ENSG00000109956	CD57	GlcAT-P	B3GAT1
ENSG00000109956	LEU7	GlcAT-P	B3GAT1
ENSG00000109956	CD57	HNK-1	B3GAT1
ENSG00000109956	LEU7	HNK-1	B3GAT1
ENSG00000109956	CD57	NK-1	B3GAT1
ENSG00000109956	LEU7	NK-1	B3GAT1
ENSG00000255545		LOC283177	B3GAT1-DT
ENSG00000112309		GlcAT-S	B3GAT2
ENSG00000149541		GlcAT-I	B3GAT3
ENSG00000244009	B3GAT3P	PSIGLCAT-I	B3GAT3P1
ENSG00000187676	B3GALTL	B3GTL	B3GLCT
ENSG00000187676	B3GALTL	B3Glc-T	B3GLCT
ENSG00000170340	B3GNT1	B3GNT-2	B3GNT2
ENSG00000170340	B3GNT1	BETA3GNT	B3GNT2
ENSG00000170340	B3GNT1	B3GN-T2	B3GNT2
ENSG00000170340	B3GNT1	B3GN-T1	B3GNT2
ENSG00000229946			B3GNT2P1
ENSG00000179913	TMEM3	B3GN-T3	B3GNT3
ENSG00000179913	TMEM3	beta3Gn-T3	B3GNT3
ENSG00000179913	TMEM3	HP10328	B3GNT3
ENSG00000179913	TMEM3	B3GNT-3	B3GNT3
ENSG00000176383		B3GN-T4	B3GNT4
ENSG00000176383		beta3Gn-T4	B3GNT4
ENSG00000176597		B3GN-T5	B3GNT5
ENSG00000176597		beta3Gn-T5	B3GNT5
ENSG00000198488		B3Gn-T6	B3GNT6
ENSG00000156966		beta3GnT7	B3GNT7
ENSG00000177191	B3GALT7	BGALT15	B3GNT8
ENSG00000177191	B3GALT7	beta3Gn-T8	B3GNT8
ENSG00000237172		MGC4655	B3GNT9
ENSG00000175711		B3GNT8	B3GNTL1
ENSG00000251237			B3GNTL1P1
ENSG00000271328			B3GNTL1P2
ENSG00000135454	GALGT	beta1-4GalNAc-T	B4GALNT1
ENSG00000135454	SPG26	beta1-4GalNAc-T	B4GALNT1
ENSG00000167080	GALGT2	Sda	B4GALNT2
ENSG00000167080	GALGT2	Cad	B4GALNT2
ENSG00000248883			B4GALNT2P1
ENSG00000139044		B4GalNac-T3	B4GALNT3
ENSG00000139044		FLJ16224	B4GALNT3
ENSG00000139044		FLJ40362	B4GALNT3
ENSG00000182272		FLJ25045	B4GALNT4
ENSG00000182272		NGalNAc-T1	B4GALNT4
ENSG00000086062	GGTB2	beta4Gal-T1	B4GALT1
ENSG00000233554			B4GALT1-AS1
ENSG00000117411		beta4Gal-T2	B4GALT2
ENSG00000158850		beta4Gal-T3	B4GALT3
ENSG00000121578		beta4Gal-T4	B4GALT4
ENSG00000240254			B4GALT4-AS1
ENSG00000158470		beta4GalT-V	B4GALT5
ENSG00000118276		beta4GalT-VI	B4GALT6
ENSG00000027847		XGALT-1	B4GALT7
ENSG00000027847		beta4Gal-T7	B4GALT7
ENSG00000174684	B3GNT6	iGNT	B4GAT1
ENSG00000174684	B3GNT1	iGNT	B4GAT1
ENSG00000174684	B3GNT6	iGAT	B4GAT1
ENSG00000174684	B3GNT1	iGAT	B4GAT1
ENSG00000174684	B3GNT6	iGnT	B4GAT1
ENSG00000174684	B3GNT1	iGnT	B4GAT1
ENSG00000174684	B3GNT6	BETA3GNTI	B4GAT1
ENSG00000174684	B3GNT1	BETA3GNTI	B4GAT1
ENSG00000174684	B3GNT6	B3GN-T1	B4GAT1
ENSG00000174684	B3GNT1	B3GN-T1	B4GAT1
ENSG00000108641		B9	B9D1
ENSG00000108641		EPPB9	B9D1
ENSG00000108641		MKS9	B9D1
ENSG00000108641		MKSR-1	B9D1
ENSG00000123810		MGC4093	B9D2
ENSG00000123810		MKS10	B9D2
ENSG00000123810		MKSR-2	B9D2
ENSG00000164929			BAALC
ENSG00000247081		lncFZD6	BAALC-AS1
ENSG00000247081		FZD6-DT	BAALC-AS1
ENSG00000236939	C8orf56	MGC39526	BAALC-AS2
ENSG00000236939	BAALCOS	MGC39526	BAALC-AS2
ENSG00000136881		BAT	BAAT
ENSG00000105393	C19orf62	FLJ20571	BABAM1
ENSG00000105393	C19orf62	HSPC142	BABAM1
ENSG00000105393	C19orf62	NBA1	BABAM1
ENSG00000105393	C19orf62	MERIT40	BABAM1
ENSG00000158019	BRE	BRCC45	BABAM2
ENSG00000158019	BRE	BRCC4	BABAM2
	BRE-AS1		BABAM2-AS1
ENSG00000186318	BACE		BACE1
ENSG00000278768	BACE1AS	FJ573250	BACE1-AS
ENSG00000278768	BACE1AS	NCRNA00177	BACE1-AS
ENSG00000278768	BACE1AS	BACE1-AS1	BACE1-AS
ENSG00000182240	AEPLC	CEAP1	BACE2
ENSG00000182240	AEPLC	DRAP	BACE2
ENSG00000182240	AEPLC	ALP56	BACE2
ENSG00000224388	C21orf75	PRED43	BACE2-IT1
ENSG00000224388	NCRNA00228	PRED43	BACE2-IT1
ENSG00000156273		BACH-1	BACH1
ENSG00000156273		BTBD24	BACH1
ENSG00000232118			BACH1-AS1
ENSG00000248476			BACH1-IT1
ENSG00000228817			BACH1-IT2
ENSG00000234293	C21orf8		BACH1-IT3
ENSG00000112182		BTBD25	BACH2
ENSG00000002330		BCL2L8	BAD
ENSG00000002330		BBC2	BAD
ENSG00000107262			BAG1
ENSG00000232370			BAG1P1
ENSG00000112208			BAG2
ENSG00000151929			BAG3
ENSG00000156735		SODD	BAG4
ENSG00000166170			BAG5
ENSG00000204463	BAT3	G3	BAG6
ENSG00000204463	BAT3	D6S52E	BAG6
ENSG00000204463	BAT3	Scythe	BAG6
		CT2.1	BAGE
		BAGE1	BAGE
ENSG00000187172		CT2.2	BAGE2
		CT2.3	BAGE3
	MLL3P	CT2.4	BAGE4
		CT2.5	BAGE5
ENSG00000266074		KIAA1447	BAHCC1
ENSG00000266074		BAHD2	BAHCC1
ENSG00000140320		KIAA0945	BAHD1
ENSG00000175866		BAP2	BAIAP2
ENSG00000175866		IRSp53	BAIAP2
ENSG00000175866		WAML	BAIAP2
ENSG00000226137	BAIAP2-AS1	lnc-BAIAP2	BAIAP2-DT
ENSG00000006453		IRTKS	BAIAP2L1
ENSG00000128298		FLJ22582	BAIAP2L2
ENSG00000128298		pinkbar	BAIAP2L2
ENSG00000007516		BAP3	BAIAP3
ENSG00000007516		KIAA0734	BAIAP3
ENSG00000030110	CDN1	BCL2L7	BAK1
ENSG00000030110	CDN1	BAK	BAK1
ENSG00000175730	BCL2L7P1	BAK2	BAK1P1
ENSG00000236616	BCL2L7P2	BAK3	BAK1P2
ENSG00000236616	BCL2L7P2	BAK3P	BAK1P2
ENSG00000095739		NMA	BAMBI
ENSG00000278910		LINC00586	BANCR
ENSG00000175334		BAF	BANF1
ENSG00000258531		BCRP1	BANF1P1
ENSG00000258531		D14S1460	BANF1P1
ENSG00000258531		D14S1460E	BANF1P1
ENSG00000258531		BCRG1	BANF1P1
ENSG00000230306	BANF1L1	bA122K13.8	BANF1P2
ENSG00000237758			BANF1P3
ENSG00000223828			BANF1P4
ENSG00000225935			BANF1P5
ENSG00000125888	C20orf179	dJ803K15.1	BANF2
ENSG00000125888	C20orf179	BAF-L	BANF2
ENSG00000125888	C20orf179	BAFL	BANF2
ENSG00000125888	C20orf179	BAF2	BANF2
ENSG00000153064		BANK	BANK1
ENSG00000153064		FLJ20706	BANK1
ENSG00000172530		SMARBP1	BANP
ENSG00000172530		SMAR1	BANP
ENSG00000172530		FLJ20538	BANP
ENSG00000172530		DKFZp761H172	BANP
ENSG00000172530		FLJ10177	BANP
ENSG00000172530		BEND1	BANP
ENSG00000163930		hucep-6	BAP1
ENSG00000163930		KIAA0272	BAP1
ENSG00000163930		UCHL2	BAP1
ENSG00000138376			BARD1
ENSG00000125492			BARHL1
ENSG00000143032			BARHL2
ENSG00000131668			BARX1
ENSG00000235601	BARX1-AS1		BARX1-DT
ENSG00000043039			BARX2
ENSG00000176788		NAP-22	BASP1
ENSG00000176788		NAP22	BASP1
ENSG00000176788		CAP23	BASP1
ENSG00000176788		CAP-23	BASP1
ENSG00000215196		LOC285696	BASP1-AS1
ENSG00000230535			BASP1P1
ENSG00000156127		B-ATF	BATF
ENSG00000156127		SFA-2	BATF
ENSG00000156127		BATF1	BATF
ENSG00000168062		MGC20410	BATF2
ENSG00000123685		JUNDM1	BATF3
ENSG00000123685		SNFT	BATF3
ENSG00000123685		JDP1	BATF3
ENSG00000087088		BCL2L4	BAX
ENSG00000198604		hACF1	BAZ1A
ENSG00000198604		ACF1	BAZ1A
ENSG00000198604		WALp1	BAZ1A
ENSG00000198604		WCRF180	BAZ1A
ENSG00000258738			BAZ1A-AS1
ENSG00000009954	WBSCR9	WSTF	BAZ1B
ENSG00000009954	WBSCR10	WSTF	BAZ1B
ENSG00000076108		KIAA0314	BAZ2A
ENSG00000076108		TIP5	BAZ2A
ENSG00000076108		WALp3	BAZ2A
ENSG00000123636		WALp4	BAZ2B
ENSG00000105327		JFY1	BBC3
ENSG00000105327		PUMA	BBC3
ENSG00000214413	NCRNA00081	bA348N5.3	BBIP1
ENSG00000214413	NCRNA00081	BBIP10	BBIP1
ENSG00000214413	NCRNA00081	BBS18	BBIP1
ENSG00000271532			BBIP1P1
ENSG00000171159	C9orf16	EST00098	BBLN
ENSG00000171159	C9orf16	FLJ12823	BBLN
ENSG00000171159	C9orf16	MGC4639	BBLN
ENSG00000119636	C14orf45	FBB10	BBOF1
ENSG00000119636	CCDC176	FBB10	BBOF1
ENSG00000129151	BBOX	gamma-BBH	BBOX1
ENSG00000129151	BBOX	G-BBH	BBOX1
ENSG00000129151	BBOX	BBH	BBOX1
ENSG00000254560			BBOX1-AS1
ENSG00000174483		FLJ23590	BBS1
ENSG00000125124	BBS		BBS2
ENSG00000140463			BBS4
ENSG00000163093		DKFZp762I194	BBS5
ENSG00000138686		FLJ10715	BBS7
ENSG00000138686		BBS2L1	BBS7
ENSG00000261501			BBS7-DT
ENSG00000122507		B1	BBS9
ENSG00000122507		PTHB1	BBS9
ENSG00000179941	C12orf58	FLJ23560	BBS10
ENSG00000181004	C4orf24	FLJ35630	BBS12
ENSG00000181004	C4orf24	FLJ41559	BBS12
ENSG00000114439		MDS001	BBX
ENSG00000114439		HSPC339	BBX
ENSG00000114439		HBP2	BBX
ENSG00000187244	LU	CD239	BCAM
ENSG00000132692		BEHAB	BCAN
ENSG00000132692		MGC13038	BCAN
ENSG00000132692		CSPG7	BCAN
ENSG00000272068		RP11-284F21.9	BCAN-AS1
ENSG00000075790		BAP29	BCAP29
ENSG00000075790		DKFZp686M2086	BCAP29
ENSG00000185825		DXS1357E	BCAP31
ENSG00000185825		BAP31	BCAP31
ENSG00000185825		6C6-Ag	BCAP31
ENSG00000185825		CDM	BCAP31
ENSG00000261217		TCONS_l2_00010135	BCAP31P1
ENSG00000260047		TCONS_l2_00009689	BCAP31P2
ENSG00000050820		P130Cas	BCAR1
ENSG00000050820		Crkas	BCAR1
ENSG00000050820		CAS	BCAR1
ENSG00000050820		CASS1	BCAR1
ENSG00000258397			BCAR1P1
ENSG00000258771			BCAR1P2
ENSG00000137936		NSP2	BCAR3
ENSG00000137936		SH2D3B	BCAR3
ENSG00000137936		AND-34	BCAR3
ENSG00000137936		MIG7	BCAR3
ENSG00000224093			BCAR3-AS1
ENSG00000262117			BCAR4
ENSG00000064787		NABC1	BCAS1
ENSG00000064787		AIBC1	BCAS1
ENSG00000064787		PMES-2	BCAS1
ENSG00000116752		DAM1	BCAS2
ENSG00000116752		SPF27	BCAS2
ENSG00000116752		Snt309	BCAS2
ENSG00000255051			BCAS2P1
ENSG00000234332			BCAS2P2
ENSG00000226670			BCAS2P3
ENSG00000141376		FLJ20128	BCAS3
ENSG00000141376		PHAF2	BCAS3
ENSG00000124243		FLJ20495	BCAS4
ENSG00000124243		CNOL	BCAS4
ENSG00000060982	BCT1	BCATc	BCAT1
ENSG00000105552	BCT2	BCAM	BCAT2
ENSG00000105552	BCT2	BCATm	BCAT2
ENSG00000107949		BCCIPalpha	BCCIP
ENSG00000107949		TOK-1	BCCIP
ENSG00000186666			BCDIN3D
ENSG00000258057			BCDIN3D-AS1
			BCGF1
ENSG00000114200	CHE1	E1	BCHE
ENSG00000114200	CHE2	E1	BCHE
	CHEL1		BCHEL1
	CHEL3		BCHEL3
ENSG00000248098	OVD1A	MSU	BCKDHA
ENSG00000083123			BCKDHB
ENSG00000103507			BCKDK
ENSG00000171791		Bcl-2	BCL2
ENSG00000171791		PPP1R50	BCL2
ENSG00000140379	HBPA1	GRS	BCL2A1
ENSG00000140379	HBPA1	BFL1	BCL2A1
ENSG00000140379	HBPA1	BCL2L5	BCL2A1
ENSG00000140379	HBPA1	ACC-1	BCL2A1
ENSG00000140379	HBPA1	ACC-2	BCL2A1
ENSG00000140379	HBPA1	ACC2	BCL2A1
ENSG00000140379	HBPA1	ACC1	BCL2A1
ENSG00000171552		BCLX	BCL2L1
ENSG00000171552		BCL2L	BCL2L1
ENSG00000171552		Bcl-X	BCL2L1
ENSG00000171552		bcl-xL	BCL2L1
ENSG00000171552		bcl-xS	BCL2L1
ENSG00000171552		PPP1R52	BCL2L1
ENSG00000236559			BCL2L1-AS1
ENSG00000129473		KIAA0271	BCL2L2
ENSG00000129473		BCL-W	BCL2L2
ENSG00000129473		PPP1R51	BCL2L2
ENSG00000258643			BCL2L2-PABPN1
ENSG00000137875		Diva	BCL2L10
ENSG00000137875		Boo	BCL2L10
ENSG00000137875		BCL-B	BCL2L10
ENSG00000153094		BOD	BCL2L11
ENSG00000153094		BimL	BCL2L11
ENSG00000153094		BimEL	BCL2L11
ENSG00000153094		BimS	BCL2L11
ENSG00000153094		BIM	BCL2L11
ENSG00000126453			BCL2L12
ENSG00000248530			BCL2L12P1
ENSG00000099968		MIL1	BCL2L13
ENSG00000099968		BCL-RAMBO	BCL2L13
ENSG00000121380		BCLG	BCL2L14
ENSG00000121380		BCL-G	BCL2L14
ENSG00000188761	C1orf178	Bfk	BCL2L15
ENSG00000188761	C1orf178	FLJ22588	BCL2L15
ENSG00000069399	D19S37		BCL3
ENSG00000069399	BCL4		BCL3
			BCL5
ENSG00000113916	ZNF51	ZBTB27	BCL6
ENSG00000113916	ZNF51	LAZ3	BCL6
ENSG00000113916	ZNF51	BCL5	BCL6
ENSG00000113916	ZNF51	BCL6A	BCL6
		lnc-RP11-211G3.3.1-1	BCL6-AS1
ENSG00000161940	ZNF62	ZBTB28	BCL6B
ENSG00000161940	ZNF62	BAZF	BCL6B
ENSG00000110987	BCL7		BCL7A
ENSG00000106635			BCL7B
ENSG00000099385			BCL7C
ENSG00000116128			BCL9
ENSG00000186174		DLNB11	BCL9L
ENSG00000186174		B9L	BCL9L
ENSG00000186174		Bcl9-2	BCL9L
ENSG00000249238			BCL9P1
ENSG00000142867		CARMEN	BCL10
ENSG00000142867		CIPER	BCL10
ENSG00000142867		mE10	BCL10
ENSG00000142867		c-E10	BCL10
ENSG00000142867		CLAP	BCL10
ENSG00000119866	EVI9	BCL11A-XL	BCL11A
ENSG00000119866	EVI9	BCL11A-L	BCL11A
ENSG00000119866	EVI9	BCL11A-S	BCL11A
ENSG00000119866	EVI9	CTIP1	BCL11A
ENSG00000119866	EVI9	HBFQTL5	BCL11A
ENSG00000119866	EVI9	ZNF856	BCL11A
ENSG00000127152	ZNF856B	CTIP-2	BCL11B
ENSG00000127152	ZNF856B	CTIP2	BCL11B
ENSG00000127152	ZNF856B	hRIT1-alpha	BCL11B
ENSG00000029363		KIAA0164	BCLAF1
ENSG00000029363		BTF	BCLAF1
ENSG00000248966			BCLAF1P1
ENSG00000279800			BCLAF1P2
ENSG00000173681	CXorf23		BCLAF3
ENSG00000135697	BCDO	FLJ10730	BCO1
ENSG00000135697	BCDO1	FLJ10730	BCO1
ENSG00000135697	BCMO1	FLJ10730	BCO1
ENSG00000135697	BCDO	BCMO	BCO1
ENSG00000135697	BCDO1	BCMO	BCO1
ENSG00000135697	BCMO1	BCMO	BCO1
ENSG00000197580	BCDO2	FLJ34464	BCO2
ENSG00000197580	BCDO2	B-DIOX-II	BCO2
ENSG00000183337		FLJ20285	BCOR
ENSG00000183337		KIAA1575	BCOR
ENSG00000085185	CXorf10	FLJ11362	BCORL1
ENSG00000215580	BCORL2	FLJ39821	BCORP1
ENSG00000186716	D22S11	D22S662	BCR
ENSG00000186716	BCR1	D22S662	BCR
ENSG00000186716	D22S11	CML	BCR
ENSG00000186716	BCR1	CML	BCR
ENSG00000186716	D22S11	PHL	BCR
ENSG00000186716	BCR1	PHL	BCR
ENSG00000186716	D22S11	ALL	BCR
ENSG00000186716	BCR1	ALL	BCR
ENSG00000225098		BCR-1	BCRP1
ENSG00000169668	BCR2	BCR-2	BCRP2
ENSG00000169668	BCRL2	BCR-2	BCRP2
ENSG00000215481	BCR3		BCRP3
ENSG00000215481	BCRL6		BCRP3
ENSG00000215481	BCRL3		BCRP3
ENSG00000215456	BCR4	BCR-4	BCRP4
ENSG00000215456	BCRL4	BCR-4	BCRP4
ENSG00000235062	BCRL5		BCRP5
ENSG00000169662			BCRP6
ENSG00000215544			BCRP7
ENSG00000236794			BCRP8
ENSG00000271287			BCRP9
ENSG00000074582		Hs.6719	BCS1L
ENSG00000074582		BCS	BCS1L
ENSG00000074582		h-BCS	BCS1L
ENSG00000074582		BJS	BCS1L
ENSG00000236824		BC200	BCYRN1
ENSG00000236824		BC200a	BCYRN1
ENSG00000236824		NCRNA00004	BCYRN1
ENSG00000236824		LINC00004	BCYRN1
		BC200b	BCYRN1P1
		BC200g	BCYRN1P2
			BCYRN1P3
ENSG00000161267	BDH	SDR9C1	BDH1
ENSG00000164039	DHRS6	UCPA-OR	BDH2
ENSG00000164039	DHRS6	FLJ13261	BDH2
ENSG00000164039	DHRS6	UNQ6308	BDH2
ENSG00000164039	DHRS6	PRO20933	BDH2
ENSG00000164039	DHRS6	SDR15C1	BDH2
ENSG00000232699	DHRS6P1	bA758C21.1	BDH2P1
ENSG00000100739		BKR1	BDKRB1
ENSG00000100739		B1BKR	BDKRB1
ENSG00000100739		bradyb1	BDKRB1
ENSG00000168398		BK-2	BDKRB2
			BDM
ENSG00000176697			BDNF
ENSG00000245573	BDNFOS	BT2A	BDNF-AS
ENSG00000245573	BDNFOS	BT2B	BDNF-AS
ENSG00000245573	BDNFOS	BT2C	BDNF-AS
ENSG00000245573	BDNFOS	BT2D	BDNF-AS
ENSG00000245573	BDNFOS	NCRNA00049	BDNF-AS
ENSG00000245573	BDNFOS	BDNF-AS1	BDNF-AS
ENSG00000245573	BDNFOS	BDNFAS	BDNF-AS
ENSG00000145734	TFNR	TFIIIB150	BDP1
ENSG00000145734	TAF3B1	TFIIIB150	BDP1
ENSG00000145734	TFNR	TFC5	BDP1
ENSG00000145734	TAF3B1	TFC5	BDP1
ENSG00000145734	TFNR	TFIIIB90	BDP1
ENSG00000145734	TAF3B1	TFIIIB90	BDP1
ENSG00000145734	TFNR	KIAA1689	BDP1
ENSG00000145734	TAF3B1	KIAA1689	BDP1
ENSG00000145734	TFNR	HSA238520	BDP1
ENSG00000145734	TAF3B1	HSA238520	BDP1
ENSG00000145734	TFNR	KIAA1241	BDP1
ENSG00000145734	TAF3B1	KIAA1241	BDP1
ENSG00000264736			BDP1P
ENSG00000166546	SCA31		BEAN1
ENSG00000261656			BEAN1-AS1
ENSG00000126581		ATG6	BECN1
ENSG00000126581		VPS30	BECN1
ENSG00000219669			BECN1P2
ENSG00000196289	BECN1P1		BECN2
ENSG00000183092		KIAA1446	BEGAIN
ENSG00000177324	CXorf20	MGC33653	BEND2
ENSG00000178409	KIAA1553		BEND3
ENSG00000231345			BEND3P1
ENSG00000224809			BEND3P2
ENSG00000278616			BEND3P3
ENSG00000188848	CCDC4	FLJ35632	BEND4
ENSG00000188848	CCDC4	FLJ43965	BEND4
ENSG00000162373	C1orf165	FLJ11588	BEND5
ENSG00000151917	C6orf65	FLJ30162	BEND6
ENSG00000151917	C6orf65	bA203B9.1	BEND6
ENSG00000165626	C10orf30	FLJ40283	BEND7
ENSG00000230320			BEND7P1
ENSG00000167995	VMD2	BMD	BEST1
ENSG00000167995	VMD2	BEST	BEST1
ENSG00000167995	VMD2	RP50	BEST1
ENSG00000039987	VMD2L1	FLJ20132	BEST2
ENSG00000127325	VMD2L3	MGC40411	BEST3
ENSG00000127325	VMD2L3	MGC13168	BEST3
ENSG00000142959	VMD2L2		BEST4
ENSG00000105829		hbet1	BET1
ENSG00000236861			BET1-AS1
ENSG00000177951		GS15	BET1L
ENSG00000177951		GOLIM3	BET1L
ENSG00000241134			BET1P1
			BEVI
ENSG00000133169			BEX1
ENSG00000133134		DJ79P11.1	BEX2
ENSG00000166681	NGFRAP1	HGR74	BEX3
ENSG00000166681	NGFRAP1	Bex	BEX3
ENSG00000166681	NGFRAP1	NADE	BEX3
ENSG00000166681	NGFRAP1	DXS6984E	BEX3
ENSG00000102409	BEXL1	FLJ10097	BEX4
ENSG00000184515	NGFRAP1L1		BEX5
ENSG00000103429		BAR	BFAR
ENSG00000103429		RNF47	BFAR
ENSG00000125864		CP94	BFSP1
ENSG00000125864		CP115	BFSP1
ENSG00000125864		LIFL-H	BFSP1
ENSG00000125864		filensin	BFSP1
ENSG00000170819		CP47	BFSP2
ENSG00000170819		CP49	BFSP2
ENSG00000170819		LIFL-L	BFSP2
ENSG00000170819		phakinin	BFSP2
ENSG00000249993		MGC2848	BFSP2-AS1
ENSG00000242252		OCN	BGLAP
ENSG00000260629		LINC01083	BGLT3
ENSG00000260629		BGL3	BGLT3
ENSG00000260629		lncRNA-BGL3	BGLT3
ENSG00000182492		DSPG1	BGN
ENSG00000182492		SLRR1A	BGN
ENSG00000205899		BHLHF42	BHLHA9
ENSG00000180535	BHLHB8	MIST1	BHLHA15
ENSG00000198908		p60TRP	BHLHB9
ENSG00000198908		KIAA1701	BHLHB9
ENSG00000198908		GASP3	BHLHB9
ENSG00000258915			BHLHB9P1
ENSG00000180828	TNRC20	CAGL85	BHLHE22
ENSG00000180828	BHLHB5	CAGL85	BHLHE22
ENSG00000180828	TNRC20	Beta3	BHLHE22
ENSG00000180828	BHLHB5	Beta3	BHLHE22
ENSG00000125533	BHLHB4	bA305P22.3	BHLHE23
ENSG00000125533	BHLHB4	Beta4	BHLHE23
ENSG00000134107	STRA13	DEC1	BHLHE40
ENSG00000134107	BHLHB2	DEC1	BHLHE40
ENSG00000134107	STRA13	SHARP2	BHLHE40
ENSG00000134107	BHLHB2	SHARP2	BHLHE40
ENSG00000134107	STRA13	Clast5	BHLHE40
ENSG00000134107	BHLHB2	Clast5	BHLHE40
ENSG00000235831			BHLHE40-AS1
ENSG00000123095	BHLHB3	DEC2	BHLHE41
ENSG00000123095	BHLHB3	SHARP-1	BHLHE41
ENSG00000123095	BHLHB3	SHARP1	BHLHE41
ENSG00000145692		BHMT1	BHMT
ENSG00000132840			BHMT2
ENSG00000122870			BICC1
ENSG00000151746			BICD1
ENSG00000224346			BICD1P1
ENSG00000185963		KIAA0699	BICD2
ENSG00000135127	CCDC64	FLJ26450	BICDL1
ENSG00000135127	CCDC64	BICDR-1	BICDL1
ENSG00000162069	CCDC64B		BICDL2
ENSG00000063169	GLTSCR1		BICRA
ENSG00000269806	GLTSCR1-AS1		BICRA-AS1
ENSG00000112624	KIAA0240		BICRAL
ENSG00000112624	GLTSCR1L		BICRAL
ENSG00000015475			BID
ENSG00000100290		NBK	BIK
ENSG00000136717	AMPHL	SH3P9	BIN1
ENSG00000136717	AMPHL	AMPH2	BIN1
ENSG00000110934		BRAP-1	BIN2
ENSG00000234568			BIN2P1
ENSG00000248684			BIN2P2
ENSG00000147439			BIN3
		FLJ14107	BIN3-IT1
ENSG00000110330	API1	cIAP1	BIRC2
ENSG00000110330	API1	hiap-2	BIRC2
